,gene_id,gene_name,gene_ontology
32016,b2957,ansB,outer membrane-bounded periplasmic space
32017,b2957,ansB,outer membrane-bounded periplasmic space
32018,b2957,ansB,outer membrane-bounded periplasmic space
32019,b2957,ansB,protein-containing complex
32020,b2957,ansB,periplasmic space
32021,b2957,ansB,periplasmic space
32022,b2957,ansB,cellular anatomical entity
32023,b2957,ansB,asparaginase activity
32024,b2957,ansB,periplasmic space
32025,b2957,ansB,asparagine catabolic process
32026,b0027,lspA,lipoprotein biosynthetic process via signal peptide cleavage
32027,b0027,lspA,lipoprotein biosynthetic process via signal peptide cleavage
32028,b0027,lspA,lipoprotein biosynthetic process via signal peptide cleavage
32029,b0027,lspA,endopeptidase activity
32030,b0027,lspA,aspartic-type endopeptidase activity
32031,b0027,lspA,aspartic-type endopeptidase activity
32032,b0027,lspA,aspartic-type endopeptidase activity
32033,b0027,lspA,aspartic-type endopeptidase activity
32034,b0027,lspA,peptidase activity
32035,b0027,lspA,hydrolase activity
32036,b0027,lspA,proteolysis
32037,b0027,lspA,proteolysis
32038,b0027,lspA,plasma membrane
32039,b0027,lspA,plasma membrane
32040,b0027,lspA,plasma membrane
32041,b0027,lspA,plasma membrane
32042,b0027,lspA,plasma membrane
32043,b0027,lspA,plasma membrane
32044,b0027,lspA,plasma membrane
32045,b0027,lspA,membrane
32046,b0027,lspA,membrane
32047,b2568,lepB,signal peptide processing
32048,b2568,lepB,signal peptide processing
32049,b2568,lepB,signal peptide processing
32050,b2568,lepB,proteolysis
32051,b2568,lepB,proteolysis
32052,b2568,lepB,protein processing
32053,b2568,lepB,protein processing
32054,b2568,lepB,endopeptidase activity
32055,b2568,lepB,endopeptidase activity
32056,b2568,lepB,endopeptidase activity
32057,b2568,lepB,serine-type endopeptidase activity
32058,b2568,lepB,serine-type endopeptidase activity
32059,b2568,lepB,serine-type endopeptidase activity
32060,b2568,lepB,peptidase activity
32061,b2568,lepB,peptidase activity
32062,b2568,lepB,peptidase activity
32063,b2568,lepB,peptidase activity
32064,b2568,lepB,serine-type peptidase activity
32065,b2568,lepB,hydrolase activity
32066,b2568,lepB,signal peptide processing
32067,b2568,lepB,proteolysis
32068,b2568,lepB,proteolysis
32069,b2568,lepB,plasma membrane
32070,b2568,lepB,plasma membrane
32071,b2568,lepB,plasma membrane
32072,b2568,lepB,plasma membrane
32073,b2568,lepB,plasma membrane
32074,b2568,lepB,plasma membrane
32075,b2568,lepB,plasma membrane
32076,b2568,lepB,plasma membrane
32077,b2568,lepB,membrane
32078,b2568,lepB,membrane
32079,b2568,lepB,signal peptide processing
32080,b2568,lepB,serine-type endopeptidase activity
32081,b0466,ybaM,cellular response to cell envelope stress
32082,b3402,yhgE,plasma membrane
32083,b3402,yhgE,plasma membrane
32084,b3402,yhgE,plasma membrane
32085,b3402,yhgE,membrane
32086,b0524,lpxH,lipid A biosynthetic process
32087,b0524,lpxH,"UDP-2,3-diacylglucosamine hydrolase activity"
32088,b0524,lpxH,"UDP-2,3-diacylglucosamine hydrolase activity"
32089,b0524,lpxH,"UDP-2,3-diacylglucosamine hydrolase activity"
32090,b0524,lpxH,"UDP-2,3-diacylglucosamine hydrolase activity"
32091,b0524,lpxH,pyrophosphatase activity
32092,b0524,lpxH,hydrolase activity
32093,b0524,lpxH,manganese ion binding
32094,b0524,lpxH,manganese ion binding
32095,b0524,lpxH,metal ion binding
32096,b0524,lpxH,lipid metabolic process
32097,b0524,lpxH,lipid A biosynthetic process
32098,b0524,lpxH,lipid A biosynthetic process
32099,b0524,lpxH,lipid A biosynthetic process
32100,b0524,lpxH,lipid A biosynthetic process
32101,b0524,lpxH,cytoplasm
32102,b0524,lpxH,cytoplasm
32103,b0524,lpxH,cytoplasm
32104,b0524,lpxH,plasma membrane
32105,b0524,lpxH,plasma membrane
32106,b0524,lpxH,plasma membrane
32107,b0524,lpxH,membrane
32108,b0524,lpxH,extrinsic component of plasma membrane
32109,b0524,lpxH,lipid A biosynthetic process
32110,b0524,lpxH,extrinsic component of plasma membrane
32111,b0524,lpxH,"UDP-2,3-diacylglucosamine hydrolase activity"
32112,b0901,ycaK,FMN binding
32113,b0901,ycaK,oxidoreductase activity
32114,b0901,ycaK,NAD(P)H dehydrogenase (quinone) activity
32115,b0901,ycaK,cytosol
32127,b1945,fliM,cytoskeletal motor activity
32128,b1945,fliM,protein binding
32129,b1945,fliM,protein binding
32130,b1945,fliM,protein binding
32131,b1945,fliM,protein binding
32132,b1945,fliM,protein binding
32133,b1945,fliM,protein binding
32134,b1945,fliM,protein binding
32135,b1945,fliM,protein binding
32136,b1945,fliM,protein binding
32137,b1945,fliM,protein binding
32138,b1945,fliM,protein binding
32139,b1945,fliM,chemotaxis
32140,b1945,fliM,chemotaxis
32141,b1945,fliM,chemotaxis
32142,b1945,fliM,bacterial-type flagellum-dependent cell motility
32143,b1945,fliM,bacterial-type flagellum-dependent swimming motility
32144,b1945,fliM,bacterial-type flagellum-dependent swimming motility
32145,b1945,fliM,archaeal or bacterial-type flagellum-dependent cell motility
32146,b1945,fliM,plasma membrane
32147,b1945,fliM,plasma membrane
32148,b1945,fliM,plasma membrane
32149,b1945,fliM,bacterial-type flagellum
32150,b1945,fliM,bacterial-type flagellum
32151,b1945,fliM,bacterial-type flagellum
32152,b1945,fliM,bacterial-type flagellum basal body
32153,b1945,fliM,bacterial-type flagellum basal body
32154,b1945,fliM,"bacterial-type flagellum basal body, C ring"
32155,b1945,fliM,"bacterial-type flagellum basal body, C ring"
32156,b1945,fliM,membrane
32157,b1945,fliM,bacterial-type flagellum rotor complex
32158,b1945,fliM,bacterial-type flagellum rotor complex
32159,b1945,fliM,positive chemotaxis
32160,b1945,fliM,bacterial-type flagellum-dependent swarming motility
32161,b0153,fhuB,protein binding
32162,b0153,fhuB,transmembrane transporter activity
32163,b0153,fhuB,monoatomic ion transport
32164,b0153,fhuB,iron ion transmembrane transport
32165,b0153,fhuB,iron ion import across plasma membrane
32166,b0153,fhuB,plasma membrane
32167,b0153,fhuB,plasma membrane
32168,b0153,fhuB,plasma membrane
32169,b0153,fhuB,plasma membrane
32170,b0153,fhuB,plasma membrane
32171,b0153,fhuB,plasma membrane
32172,b0153,fhuB,plasma membrane
32173,b0153,fhuB,membrane
32174,b0153,fhuB,membrane
32175,b0153,fhuB,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
32176,b0153,fhuB,ATP-binding cassette (ABC) transporter complex
32177,b0153,fhuB,siderophore-dependent iron import into cell
32178,b0153,fhuB,transmembrane transporter activity
32179,b0150,fhuA,iron ion binding
32180,b0150,fhuA,protein binding
32181,b0150,fhuA,protein binding
32182,b0150,fhuA,protein binding
32183,b0150,fhuA,siderophore-iron transmembrane transporter activity
32184,b0150,fhuA,siderophore uptake transmembrane transporter activity
32185,b0150,fhuA,siderophore uptake transmembrane transporter activity
32186,b0150,fhuA,toxic substance binding
32187,b0150,fhuA,protein domain specific binding
32188,b0150,fhuA,signaling receptor activity
32189,b0150,fhuA,virion binding
32190,b0150,fhuA,virion binding
32191,b0150,fhuA,monoatomic ion transport
32192,b0150,fhuA,siderophore transport
32193,b0150,fhuA,siderophore-dependent iron import into cell
32194,b0150,fhuA,siderophore-dependent iron import into cell
32195,b0150,fhuA,iron ion transmembrane transport
32196,b0150,fhuA,siderophore transmembrane transport
32197,b0150,fhuA,siderophore transmembrane transport
32198,b0150,fhuA,siderophore transmembrane transport
32199,b0150,fhuA,siderophore transmembrane transport
32200,b0150,fhuA,cell outer membrane
32201,b0150,fhuA,cell outer membrane
32202,b0150,fhuA,cell outer membrane
32203,b0150,fhuA,membrane
32204,b0150,fhuA,transmembrane transporter complex
32205,b0150,fhuA,cell outer membrane
32206,b0150,fhuA,siderophore uptake transmembrane transporter activity
32207,b0150,fhuA,cell outer membrane
32208,b1813,nudL,magnesium ion binding
32209,b1813,nudL,magnesium ion binding
32210,b1813,nudL,catalytic activity
32211,b1813,nudL,CoA pyrophosphatase activity
32212,b1813,nudL,hydrolase activity
32213,b1813,nudL,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
32214,b1813,nudL,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
32215,b1813,nudL,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
32216,b1813,nudL,manganese ion binding
32217,b1813,nudL,manganese ion binding
32218,b1813,nudL,metal ion binding
32219,b1813,nudL,nucleoside diphosphate metabolic process
32220,b3640,dut,dUMP biosynthetic process
32221,b3640,dut,dUTP catabolic process
32222,b3640,dut,protein homotrimerization
32223,b3640,dut,magnesium ion binding
32224,b3640,dut,magnesium ion binding
32225,b3640,dut,magnesium ion binding
32226,b3640,dut,magnesium ion binding
32227,b3640,dut,dUTP diphosphatase activity
32228,b3640,dut,dUTP diphosphatase activity
32229,b3640,dut,dUTP diphosphatase activity
32230,b3640,dut,dUTP diphosphatase activity
32231,b3640,dut,dUTP diphosphatase activity
32232,b3640,dut,dUTP diphosphatase activity
32233,b3640,dut,dUTP diphosphatase activity
32234,b3640,dut,dUTP diphosphatase activity
32235,b3640,dut,hydrolase activity
32236,b3640,dut,identical protein binding
32237,b3640,dut,metal ion binding
32238,b3640,dut,pyrimidine nucleotide metabolic process
32239,b3640,dut,dUMP biosynthetic process
32240,b3640,dut,dUMP biosynthetic process
32241,b3640,dut,dUMP biosynthetic process
32242,b3640,dut,nucleotide metabolic process
32243,b3640,dut,dUTP catabolic process
32244,b3640,dut,dUTP catabolic process
32245,b3640,dut,cytoplasm
32246,b3640,dut,cytoplasm
32247,b3640,dut,cytosol
32248,b3640,dut,cytosol
32249,b3640,dut,cytosol
32250,b3640,dut,protein-containing complex
32251,b3640,dut,dUTP diphosphatase activity
32252,b3640,dut,dUTP catabolic process
32253,b3640,dut,dUMP biosynthetic process
32254,b3640,dut,magnesium ion binding
32255,b1570,dicA,DNA-templated transcription
32256,b1570,dicA,DNA-templated transcription
32257,b1570,dicA,DNA-templated transcription
32258,b1570,dicA,DNA binding
32259,b1570,dicA,DNA binding
32260,b1570,dicA,DNA binding
32261,b1570,dicA,cell cycle
32262,b1570,dicA,cell division
32263,b1569,dicC,regulation of DNA-templated transcription
32264,b1569,dicC,DNA binding
32265,b1569,dicC,DNA binding
32266,b1569,dicC,cell cycle
32267,b1569,dicC,cell division
32268,b3056,cca,tRNA 3'-terminal CCA addition
32269,b3056,cca,tRNA 3'-terminal CCA addition
32270,b3056,cca,tRNA 3'-terminal CCA addition
32271,b3056,cca,RNA repair
32272,b3056,cca,tRNA binding
32273,b3056,cca,nucleotide binding
32274,b3056,cca,nucleotide binding
32275,b3056,cca,magnesium ion binding
32276,b3056,cca,RNA binding
32277,b3056,cca,RNA binding
32278,b3056,cca,catalytic activity
32279,b3056,cca,cyclic-nucleotide phosphodiesterase activity
32280,b3056,cca,cyclic-nucleotide phosphodiesterase activity
32281,b3056,cca,CCA tRNA nucleotidyltransferase activity
32282,b3056,cca,CCA tRNA nucleotidyltransferase activity
32283,b3056,cca,CCA tRNA nucleotidyltransferase activity
32284,b3056,cca,CCA tRNA nucleotidyltransferase activity
32285,b3056,cca,CCA tRNA nucleotidyltransferase activity
32286,b3056,cca,protein binding
32287,b3056,cca,ATP binding
32288,b3056,cca,ATP binding
32289,b3056,cca,ATP binding
32290,b3056,cca,transferase activity
32291,b3056,cca,nucleotidyltransferase activity
32292,b3056,cca,nucleotidyltransferase activity
32293,b3056,cca,hydrolase activity
32294,b3056,cca,phosphatase activity
32295,b3056,cca,metal ion binding
32296,b3056,cca,tRNA 3'-terminal CCA addition
32297,b3056,cca,tRNA 3'-terminal CCA addition
32298,b3056,cca,RNA processing
32299,b3056,cca,tRNA processing
32300,b3056,cca,metabolic process
32301,b3056,cca,RNA 3'-end processing
32302,b3056,cca,RNA repair
32303,b3056,cca,tRNA surveillance
32304,b0273,argF,DNA damage response
32305,b0273,argF,ornithine carbamoyltransferase activity
32306,b0273,argF,ornithine carbamoyltransferase activity
32307,b0273,argF,ornithine carbamoyltransferase activity
32308,b0273,argF,ornithine carbamoyltransferase activity
32309,b0273,argF,ornithine carbamoyltransferase activity
32310,b0273,argF,ornithine carbamoyltransferase activity
32311,b0273,argF,amino acid binding
32312,b0273,argF,transferase activity
32313,b0273,argF,carboxyl- or carbamoyltransferase activity
32314,b0273,argF,metal ion binding
32315,b0273,argF,amino acid metabolic process
32316,b0273,argF,arginine biosynthetic process
32317,b0273,argF,arginine biosynthetic process
32318,b0273,argF,arginine biosynthetic process
32319,b0273,argF,ornithine metabolic process
32320,b0273,argF,amino acid biosynthetic process
32321,b0273,argF,citrulline biosynthetic process
32322,b0273,argF,arginine biosynthetic process via ornithine
32323,b0273,argF,cytoplasm
32324,b0273,argF,cytoplasm
32325,b0273,argF,cytoplasm
32326,b0273,argF,arginine biosynthetic process via ornithine
32327,b0273,argF,citrulline biosynthetic process
32328,b0273,argF,ornithine carbamoyltransferase activity
32329,b1062,pyrC,'de novo' pyrimidine nucleobase biosynthetic process
32330,b1062,pyrC,dihydroorotase activity
32331,b1062,pyrC,dihydroorotase activity
32332,b1062,pyrC,dihydroorotase activity
32333,b1062,pyrC,dihydroorotase activity
32334,b1062,pyrC,dihydroorotase activity
32335,b1062,pyrC,zinc ion binding
32336,b1062,pyrC,zinc ion binding
32337,b1062,pyrC,hydrolase activity
32338,b1062,pyrC,hydrolase activity
32339,b1062,pyrC,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"
32340,b1062,pyrC,protein homodimerization activity
32341,b1062,pyrC,metal ion binding
32342,b1062,pyrC,pyrimidine nucleotide biosynthetic process
32343,b1062,pyrC,pyrimidine nucleotide biosynthetic process
32344,b1062,pyrC,pyrimidine nucleobase biosynthetic process
32345,b1062,pyrC,'de novo' UMP biosynthetic process
32346,b1062,pyrC,cytosol
32347,b1062,pyrC,cytosol
32348,b1062,pyrC,'de novo' pyrimidine nucleobase biosynthetic process
32349,b1062,pyrC,dihydroorotase activity
32350,b1062,pyrC,cytosol
32351,b1062,pyrC,cytoplasm
32352,b1062,pyrC,pyrimidine nucleotide biosynthetic process
32366,b1950,fliR,protein targeting
32367,b1950,fliR,chemotaxis
32368,b1950,fliR,protein secretion by the type III secretion system
32369,b1950,fliR,bacterial-type flagellum assembly
32370,b1950,fliR,bacterial-type flagellum-dependent cell motility
32371,b1950,fliR,plasma membrane
32372,b1950,fliR,plasma membrane
32373,b1950,fliR,plasma membrane
32374,b1950,fliR,plasma membrane
32375,b1950,fliR,bacterial-type flagellum
32376,b1950,fliR,bacterial-type flagellum
32377,b1950,fliR,bacterial-type flagellum basal body
32378,b1950,fliR,membrane
32379,b1950,fliR,membrane
32380,b1950,fliR,type III protein secretion system complex
32381,b1950,fliR,bacterial-type flagellum secretion apparatus
32382,b1950,fliR,plasma membrane
32383,b0115,aceF,acetyl-CoA biosynthetic process from pyruvate
32384,b0115,aceF,pyruvate metabolic process
32385,b0115,aceF,pyruvate dehydrogenase activity
32386,b0115,aceF,dihydrolipoyllysine-residue acetyltransferase activity
32387,b0115,aceF,dihydrolipoyllysine-residue acetyltransferase activity
32388,b0115,aceF,dihydrolipoyllysine-residue acetyltransferase activity
32389,b0115,aceF,dihydrolipoyllysine-residue acetyltransferase activity
32390,b0115,aceF,protein binding
32391,b0115,aceF,protein binding
32392,b0115,aceF,protein binding
32393,b0115,aceF,protein binding
32394,b0115,aceF,protein binding
32395,b0115,aceF,protein binding
32396,b0115,aceF,protein binding
32397,b0115,aceF,protein binding
32398,b0115,aceF,protein binding
32399,b0115,aceF,protein binding
32400,b0115,aceF,protein binding
32401,b0115,aceF,transferase activity
32402,b0115,aceF,acyltransferase activity
32403,b0115,aceF,acyltransferase activity
32404,b0115,aceF,lipoic acid binding
32405,b0115,aceF,glycolytic process
32406,b0115,aceF,glycolytic process
32407,b0115,aceF,pyruvate catabolic process
32408,b0115,aceF,cytoplasm
32409,b0115,aceF,cytoplasm
32410,b0115,aceF,pyruvate dehydrogenase complex
32411,b0115,aceF,pyruvate dehydrogenase complex
32412,b0115,aceF,pyruvate dehydrogenase complex
32413,b0115,aceF,pyruvate dehydrogenase complex
32414,b0115,aceF,pyruvate dehydrogenase complex
32415,b0115,aceF,lipoic acid binding
32416,b0115,aceF,acetyltransferase activity
32417,b0115,aceF,acetyl-CoA biosynthetic process from pyruvate
32418,b0115,aceF,cytoplasm
32419,b3410,feoC,iron import into cell
32420,b3410,feoC,DNA binding
32421,b3410,feoC,iron ion binding
32422,b3410,feoC,metal ion binding
32423,b3410,feoC,iron-sulfur cluster binding
32424,b3410,feoC,"4 iron, 4 sulfur cluster binding"
32425,b1076,flgE,cytosol
32426,b1076,flgE,bacterial-type flagellum
32427,b1076,flgE,bacterial-type flagellum
32428,b1076,flgE,bacterial-type flagellum hook
32429,b1076,flgE,bacterial-type flagellum hook
32430,b1076,flgE,bacterial-type flagellum basal body
32431,b1076,flgE,bacterial-type flagellum-dependent swarming motility
32432,b0139,htrE,cell adhesion
32433,b0139,htrE,protein binding
32434,b0139,htrE,protein binding
32435,b0139,htrE,fimbrial usher porin activity
32436,b0139,htrE,fimbrial usher porin activity
32437,b0139,htrE,fimbrial usher porin activity
32438,b0139,htrE,pilus assembly
32439,b0139,htrE,transmembrane transport
32440,b0139,htrE,cell outer membrane
32441,b0139,htrE,cell outer membrane
32442,b0139,htrE,membrane
32443,b0139,htrE,membrane
32444,b0139,htrE,pilus assembly
32445,b0139,htrE,fimbrial usher porin activity
32446,b0139,htrE,cell outer membrane
32447,b0140,yadV,cell adhesion
32448,b0140,yadV,chaperone-mediated protein folding
32449,b0140,yadV,cell wall organization
32450,b0140,yadV,outer membrane-bounded periplasmic space
32451,b0140,yadV,periplasmic space
32452,b0140,yadV,periplasmic space
32453,b1126,potA,putrescine transport
32454,b1126,potA,spermidine transmembrane transport
32455,b1126,potA,spermidine transmembrane transport
32456,b1126,potA,nucleotide binding
32457,b1126,potA,nucleotide binding
32458,b1126,potA,ATP binding
32459,b1126,potA,ATP binding
32460,b1126,potA,ATP binding
32461,b1126,potA,ATP binding
32462,b1126,potA,ABC-type polyamine transporter activity
32463,b1126,potA,ABC-type polyamine transporter activity
32464,b1126,potA,ABC-type polyamine transporter activity
32465,b1126,potA,ABC-type polyamine transporter activity
32466,b1126,potA,ABC-type putrescine transporter activity
32467,b1126,potA,ATP hydrolysis activity
32468,b1126,potA,ATP hydrolysis activity
32469,b1126,potA,transmembrane transporter activity
32470,b1126,potA,polyamine transport
32471,b1126,potA,putrescine transport
32472,b1126,potA,transmembrane transport
32473,b1126,potA,spermidine transmembrane transport
32474,b1126,potA,plasma membrane
32475,b1126,potA,plasma membrane
32476,b1126,potA,plasma membrane
32477,b1126,potA,plasma membrane
32478,b1126,potA,membrane
32479,b1126,potA,membrane
32480,b1126,potA,protein-containing complex
32481,b1126,potA,ATP-binding cassette (ABC) transporter complex
32482,b1126,potA,ATP-binding cassette (ABC) transporter complex
32488,b3100,yqjK,cytosol
32489,b4190,yjfP,serine-type peptidase activity
32490,b4190,yjfP,hydrolase activity
32491,b4190,yjfP,hydrolase activity
32492,b4190,yjfP,short-chain carboxylesterase activity
32493,b4190,yjfP,protein homodimerization activity
32494,b4190,yjfP,proteolysis
32495,b4189,bsmA,DNA damage response
32496,b4189,bsmA,single-species biofilm formation
32497,b4189,bsmA,plasma membrane
32498,b4189,bsmA,plasma membrane
32499,b4189,bsmA,membrane
32500,b3001,gpr,DNA damage response
32501,b3001,gpr,methylglyoxal catabolic process
32502,b3001,gpr,oxidoreductase activity
32503,b3001,gpr,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
32504,b3001,gpr,methylglyoxal catabolic process
32505,b2336,yfcS,chaperone-mediated protein folding
32506,b2336,yfcS,cell wall organization
32507,b2336,yfcS,outer membrane-bounded periplasmic space
32508,b2336,yfcS,periplasmic space
32509,b2336,yfcS,periplasmic space
32510,b0269,yagF,aldonic acid catabolic process
32511,b0269,yagF,catalytic activity
32512,b0269,yagF,lyase activity
32513,b0269,yagF,hydro-lyase activity
32514,b0269,yagF,hydro-lyase activity
32515,b0269,yagF,xylonate dehydratase activity
32516,b0269,yagF,xylonate dehydratase activity
32517,b0269,yagF,xylonate dehydratase activity
32518,b0269,yagF,xylonate dehydratase activity
32519,b0269,yagF,xylonate dehydratase activity
32520,b0269,yagF,carboxylic acid metabolic process
32521,b0269,yagF,primary metabolic process
32522,b0269,yagF,cytosol
32523,b0269,yagF,hydro-lyase activity
32524,b1615,uidC,porin activity
32525,b1615,uidC,monoatomic ion transport
32526,b1615,uidC,carbohydrate transport
32527,b1615,uidC,transmembrane transport
32528,b1615,uidC,cell outer membrane
32529,b1615,uidC,cell outer membrane
32530,b1615,uidC,cell outer membrane
32531,b1615,uidC,membrane
32532,b1615,uidC,membrane
32533,b1615,uidC,pore complex
32534,b4166,queG,queuosine biosynthetic process
32535,b4166,queG,oxidoreductase activity
32536,b4166,queG,oxidoreductase activity
32537,b4166,queG,metal ion binding
32538,b4166,queG,iron-sulfur cluster binding
32539,b4166,queG,iron-sulfur cluster binding
32540,b4166,queG,"4 iron, 4 sulfur cluster binding"
32541,b4166,queG,epoxyqueuosine reductase activity
32542,b4166,queG,epoxyqueuosine reductase activity
32543,b4166,queG,epoxyqueuosine reductase activity
32544,b4166,queG,epoxyqueuosine reductase activity
32545,b4166,queG,tRNA processing
32546,b4166,queG,tRNA processing
32547,b4166,queG,tRNA processing
32548,b4166,queG,queuosine biosynthetic process
32549,b4166,queG,queuosine biosynthetic process
32550,b4166,queG,queuosine biosynthetic process
32551,b4166,queG,queuosine biosynthetic process
32552,b4166,queG,cytoplasm
32553,b4166,queG,cytoplasm
32554,b4166,queG,cytoplasm
32555,b4166,queG,queuosine biosynthetic process
32556,b4166,queG,epoxyqueuosine reductase activity
32557,b4161,rsgA,ribosomal small subunit assembly
32558,b4161,rsgA,ribosomal small subunit biogenesis
32559,b4161,rsgA,nucleotide binding
32560,b4161,rsgA,RNA binding
32561,b4161,rsgA,GTPase activity
32562,b4161,rsgA,GTPase activity
32563,b4161,rsgA,GTPase activity
32564,b4161,rsgA,GTP binding
32565,b4161,rsgA,GTP binding
32566,b4161,rsgA,GTP binding
32567,b4161,rsgA,hydrolase activity
32568,b4161,rsgA,GDP binding
32569,b4161,rsgA,rRNA binding
32570,b4161,rsgA,rRNA binding
32571,b4161,rsgA,metal ion binding
32572,b4161,rsgA,guanosine tetraphosphate binding
32573,b4161,rsgA,guanosine tetraphosphate binding
32574,b4161,rsgA,ribosome biogenesis
32575,b4161,rsgA,ribosomal small subunit biogenesis
32576,b4161,rsgA,cytoplasm
32577,b4161,rsgA,cytoplasm
32578,b4161,rsgA,cytoplasm
32579,b4161,rsgA,cytosol
32580,b4159,mscM,monoatomic ion transport
32581,b4159,mscM,transmembrane transport
32582,b4159,mscM,plasma membrane
32583,b4159,mscM,plasma membrane
32584,b4159,mscM,plasma membrane
32585,b4159,mscM,plasma membrane
32586,b4159,mscM,membrane
32587,b4159,mscM,membrane
32588,b4158,yjeO,plasma membrane
32589,b4158,yjeO,plasma membrane
32590,b4158,yjeO,plasma membrane
32591,b4158,yjeO,plasma membrane
32592,b4158,yjeO,membrane
32593,b4156,yjeM,transmembrane transporter activity
32594,b4156,yjeM,amino acid transmembrane transport
32595,b4156,yjeM,transmembrane transport
32596,b4156,yjeM,plasma membrane
32597,b4156,yjeM,plasma membrane
32598,b4156,yjeM,plasma membrane
32599,b4156,yjeM,plasma membrane
32600,b4156,yjeM,membrane
32601,b4156,yjeM,membrane
32602,b4156,yjeM,amino acid transmembrane transporter activity
32603,b4156,yjeM,amino acid transport
32604,b4146,epmB,post-translational protein modification
32605,b4146,epmB,catalytic activity
32606,b4146,epmB,isomerase activity
32607,b4146,epmB,"intramolecular transferase activity, transferring amino groups"
32608,b4146,epmB,metal ion binding
32609,b4146,epmB,iron-sulfur cluster binding
32610,b4146,epmB,iron-sulfur cluster binding
32611,b4146,epmB,"4 iron, 4 sulfur cluster binding"
32612,b4146,epmB,"4 iron, 4 sulfur cluster binding"
32613,b0494,tesA,arylesterase activity
32614,b0494,tesA,arylesterase activity
32615,b0494,tesA,oleoyl-[acyl-carrier-protein] hydrolase activity
32616,b0494,tesA,oleoyl-[acyl-carrier-protein] hydrolase activity
32617,b0494,tesA,lysophospholipase activity
32618,b0494,tesA,lysophospholipase activity
32619,b0494,tesA,lysophospholipase activity
32620,b0494,tesA,peptidase activity
32621,b0494,tesA,peptidase activity
32622,b0494,tesA,palmitoyl-CoA hydrolase activity
32623,b0494,tesA,palmitoyl-CoA hydrolase activity
32624,b0494,tesA,palmitoyl-CoA hydrolase activity
32625,b0494,tesA,myristoyl-[acyl-carrier-protein] hydrolase activity
32626,b0494,tesA,palmitoyl-[acyl-carrier-protein] hydrolase activity
32627,b0494,tesA,acyl-[acyl-carrier-protein] hydrolase activity
32628,b0494,tesA,lipase activity
32629,b0494,tesA,hydrolase activity
32630,b0494,tesA,"hydrolase activity, acting on ester bonds"
32631,b0494,tesA,identical protein binding
32632,b0494,tesA,acyl-CoA hydrolase activity
32633,b0494,tesA,acyl-CoA hydrolase activity
32634,b0494,tesA,phosphatidyl phospholipase B activity
32635,b0494,tesA,myristoyl-CoA hydrolase activity
32636,b0494,tesA,myristoyl-CoA hydrolase activity
32637,b0494,tesA,proteolysis
32638,b0494,tesA,lipid metabolic process
32639,b0494,tesA,lipid metabolic process
32640,b0494,tesA,outer membrane-bounded periplasmic space
32641,b0494,tesA,outer membrane-bounded periplasmic space
32642,b0494,tesA,periplasmic space
32643,b0494,tesA,periplasmic space
32644,b0494,tesA,lysophospholipase activity
32645,b0353,mhpT,symporter activity
32646,b0353,mhpT,transmembrane transporter activity
32647,b0353,mhpT,transmembrane transport
32648,b0353,mhpT,plasma membrane
32649,b0353,mhpT,plasma membrane
32650,b0353,mhpT,plasma membrane
32651,b0353,mhpT,plasma membrane
32652,b0353,mhpT,plasma membrane
32653,b0353,mhpT,membrane
32654,b0353,mhpT,membrane
32655,b0353,mhpT,cellular anatomical entity
32656,b4311,nanC,oligosaccharide transport
32657,b4311,nanC,sialic acid transmembrane transporter activity
32658,b4311,nanC,porin activity
32659,b4311,nanC,porin activity
32660,b4311,nanC,porin activity
32661,b4311,nanC,oligosaccharide transporting porin activity
32662,b4311,nanC,monoatomic ion transport
32663,b4311,nanC,carbohydrate transport
32664,b4311,nanC,sialic acid transport
32665,b4311,nanC,transmembrane transport
32666,b4311,nanC,cell outer membrane
32667,b4311,nanC,cell outer membrane
32668,b4311,nanC,membrane
32669,b4311,nanC,pore complex
32670,b4311,nanC,oligosaccharide transport
32671,b4311,nanC,porin activity
32672,b1591,dmsD,signal sequence binding
32673,b1591,dmsD,protein binding
32674,b1591,dmsD,protein binding
32675,b1591,dmsD,protein binding
32676,b1591,dmsD,protein binding
32677,b1591,dmsD,protein binding
32678,b1591,dmsD,protein binding
32679,b1591,dmsD,protein binding
32680,b1591,dmsD,protein binding
32681,b1591,dmsD,protein binding
32682,b1591,dmsD,protein binding
32683,b1591,dmsD,chaperone-mediated protein folding
32684,b1591,dmsD,cytoplasm
32685,b1591,dmsD,cytoplasm
32686,b1591,dmsD,cytoplasm
32687,b1591,dmsD,plasma membrane
32688,b1591,dmsD,plasma membrane
32689,b1591,dmsD,plasma membrane
32690,b1591,dmsD,membrane
32691,b1748,astC,arginine catabolic process
32692,b1748,astC,ornithine catabolic process
32693,b1748,astC,ornithine catabolic process
32694,b1748,astC,arginine catabolic process to succinate
32695,b1748,astC,arginine catabolic process to succinate
32696,b1748,astC,arginine biosynthetic process via ornithine
32697,b1748,astC,catalytic activity
32698,b1748,astC,catalytic activity
